job_id,title,company,location,latitude,longitude,salary_min,salary_max,contract_type,description,category,created,redirect_url
4951438898,Data Engineer H/F,Leasecom,"Sainte-Luce-sur-Loire, Nantes",47.2968,-1.49226,,,,"Rattaché(e) au responsable du pôle DATA, vous rejoindrez notre équipe Systèmes d'Information en tant que Data Engineer. Votre mission principale sera de garantir l'intégrité, la fiabilité et l'évolution des flux de données entre nos différents systèmes (ERP, CRM, Salesforce, et Datamart), répondant ainsi aux besoins stratégiques des métiers et assurant une forte valeur ajoutée à nos analyses de données. Vos missions :  Développement et maintenance des flux de données : Créer, maintenir, et opti…",Unknown,2024-11-26T07:04:16Z,https://www.adzuna.fr/land/ad/4951438898?se=cnTq02at7xGbczJFnhtGHQ&utm_medium=api&utm_source=10f891ae&v=68997F4F63C8E98B0FDDB57C315BFF0AC60D6042
4953916399,Data Engineer H/F,OTTEO,"La-Madeleine, Lille",50.63718,3.06302,43000.0,43000.0,,"Et si vous deveniez consultant chez nous ? Mais d'abord, c'est quoi un consultant ? Evidemment, c'est un collaborateur qui accompagnera nos clients dans la réalisation de leurs projets innovants. Mais être consultant chez OTTEO, c'est aussi être un ambassadeur, qui participera à l'évolution et à la croissance de la société  Votre 1er projet Vous rejoindrez notre client dans le retail, et travaillerez sur un produit dédié à la performance  Ce produit permet de saisir, stocker, calculer et transm…",Unknown,2024-11-28T08:02:35Z,https://www.adzuna.fr/land/ad/4953916399?se=cnTq02at7xGbczJFnhtGHQ&utm_medium=api&utm_source=10f891ae&v=9025EF43FF68F5A722214D69DEC9209679FCD0AA
4953925375,Data Engineer H/F,Bloomind,"Rhône, Auvergne-Rhône-Alpes",45.85511,4.902705,38000.0,38000.0,,"Nous sommes à la recherche de notre futur.e Data Engineer pour rejoindre notre équipe dynamique et inclusive au sein de Bloomind. Chez Bloomind, nous mettons l'accent sur l'épanouissement de nos collaborateurs. Pour cela, tu participeras à la co-construction de l'entreprise à travers la formation, les events et surtout la déclinaison de la philosophie Bloomind. En tant que Data Engineer, tu auras l'opportunité de contribuer à la phase de création, maintenance et de mise à jour de transformation…",Emplois Autres/Général,2024-11-28T08:27:10Z,https://www.adzuna.fr/land/ad/4953925375?se=cnTq02at7xGbczJFnhtGHQ&utm_medium=api&utm_source=10f891ae&v=48ED4FE092D14758099797077720ED55DBD2EEED
4928473271,DATA ENGINEER,Apside,"Pays de la Loire, France",47.530077,-0.788069,,,permanent,"Offre d'Emploi : DATA ENGINEER H/F chez Apside Description du poste : Nous sommes à la recherche d'un Data Engineer passionné pour rejoindre notre équipe dynamique. Si vous avez une expertise dans le Big Data, la Data Science, l'analyse de données et l'architecture de données, cette opportunité est faite pour vous. Intégrer notre communauté Data, c'est l'assurance de progresser, innover, partager, vous certifier et rendre service à nos clients. Vos missions : Développement des jobs Spark pour l…",Unknown,2024-11-06T17:10:19Z,https://www.adzuna.fr/land/ad/4928473271?se=cnTq02at7xGbczJFnhtGHQ&utm_medium=api&utm_source=10f891ae&v=29257120C828EFD02D791D07ECA676610D26D9E8
4928471505,Data Engineer,Advanced Schema,"Ile-de-France, France",48.811332,2.351634,,,permanent,"En tant que Data Engineer , vous aurez les missions suivantes : Concevoir des modélisations physiques Construire des mappings techniques et rédaction de spécifications d'alimentation. Développer des flux des données Contribuer au pilotage de projets, de proof of concepts Participer à des missions d'expertise N'hésitez pas à postuler même si vous ne répondez pas à toutes les exigences. Nous accordons autant d'importance à la capacité d'apprendre qu'à la maîtrise d'une technologie . Ce posteest à…",Unknown,2024-11-06T17:10:12Z,https://www.adzuna.fr/land/ad/4928471505?se=cnTq02at7xGbczJFnhtGHQ&utm_medium=api&utm_source=10f891ae&v=45C8C0AC4CFDA5E16846C5A7DF466A15171A35DE
4942996676,Data Engineer,Alter Solutions,"Ile-de-France, France",48.811332,2.351634,,,permanent,"Description de l'entreprise Description du poste Vous intégrerez, au sein de notre Pôle Transformation Numérique, une équipe d'experts en développement de solutions logicielles. Vous serez détaché chez un acteur majeur du secteur de l'énergie. Vos missions seront les suivantes : Conception et développement de pipelines de données Développer des solutions de traitement et de transformation de données efficaces en utilisant les outils GCP Implémenter des ETL et des workflows automatisés pour inté…",Unknown,2024-11-18T18:32:39Z,https://www.adzuna.fr/land/ad/4942996676?se=cnTq02at7xGbczJFnhtGHQ&utm_medium=api&utm_source=10f891ae&v=7EA84C01B8052B21C4157F44CA847C1CC8C70B63
4928471220,Data Engineer,Apside,"Provence-Alpes-Côte d'Azur, France",43.888868,6.029135,,,permanent,"Découvrez la Vie Apsidienne et vous aussi, devenez Apsidien // On aurait pu demander à Chat GPT de vous démontrer en quoi Apside est l'ESN qu'il vous faut, mais on préfère que vous le découvriez vous-mêmes Découvrez votre future mission // Contexte Collaborateur(rice) Apsidien(ne) de l'agence de Sophia-Antipolis, vous accompagnez l'un de nos clients en tant que Data Engineer (F/H). Mission Intégré(e) au sein d'une équipe Agile, vous êtes responsable de la collecte, du stockage, du traitement et…",Unknown,2024-11-06T17:10:10Z,https://www.adzuna.fr/land/ad/4928471220?se=cnTq02at7xGbczJFnhtGHQ&utm_medium=api&utm_source=10f891ae&v=2FD200C52F5CA71F5DF42193597104F0BC1C31A1
4928475061,Data Engineer,Bandai Namco,"Auvergne-Rhône-Alpes, France",45.4471,4.3853,,,permanent,"Company Description Bandai Namco Holdings Europe est une filiale de Bandai Namco Holdings Inc., et dont l'objectif est d'apporter « Du Fun pour Tous, Aujourd'hui et Demain » dans l'Europe entière. Bandai Namco Holdings Europe soutient le groupe dans le développement d'activités durables en travaillant avec ses différentes entités, telles que le Digital, Toys & Hobby, et l'Amusement, présentes dans plus de 50 pays et spécialisées dans diverses activités. Position Au sein de l'équipe Data Intelli…",Unknown,2024-11-06T17:10:32Z,https://www.adzuna.fr/land/ad/4928475061?se=cnTq02at7xGbczJFnhtGHQ&utm_medium=api&utm_source=10f891ae&v=4E3E8E47321ECE451FB10D45C4F610E352DBA7EA
4899411614,Lead Data Engineer H/F,Anderson RH,"Hauts-de-Seine, Ile-de-France",48.82583,2.245857,,,,"- De formation supérieure Bac 5 en informatique - Anglais parlé et écrit courant - Expérience de 7 ans minimum - Expert dans plusieurs technologies dont AWS, Airflow, Databricks, DEVOPS, GIT, SQL, Python - Certification AWS Cloud Practitioner - Fundamentals & AWS Solutions Architect - Associate Description de la mission : Nous recherchons un(e) Lead Data Engineer pour intégrer une équipe composée de Data Scientists, Data Engineers, Devs Web, Cloud DEVOPS & Project Managers. Votre quotidien sera…",Emplois Autres/Général,2024-10-12T05:03:37Z,https://www.adzuna.fr/land/ad/4899411614?se=cnTq02at7xGbczJFnhtGHQ&utm_medium=api&utm_source=10f891ae&v=C0E0A71609181A335C04D91B906163798804FD87
4943754659,Senior Data Engineer H/F,Voodoo,"1er Arrondissement, Paris",48.86023,2.34107,,,,"Team At BeReal, we are dedicated to authenticity in social media. By encouraging users to share unfiltered moments, we foster genuine connections and celebrate real life. We are now an international team of 30 and have 40M monthly active users. Backed by Voodoo, our team is fully focused on scaling BeReal into an iconic social network used by hundreds of millions.",Emplois Informatique,2024-11-19T04:32:52Z,https://www.adzuna.fr/land/ad/4943754659?se=cnTq02at7xGbczJFnhtGHQ&utm_medium=api&utm_source=10f891ae&v=EB68918165291DAC43A20C236166CE83488E39A9
4953364004,Senior Data Engineer H/F,Iliad,"Allauch, Marseille",43.29834,5.38322,,,,"Le poste Vous souhaitez jouer un rôle clé dans la stratégie Data d'une entreprise en pleine expansion ? FreePro, l'entité B2B du groupe iliad, recrute un Senior Data Engineer pour son nouveau pôle Data. Le département Data, rattaché à la Direction Générale, a pour mission d'améliorer l'efficacité de tous les départements de l'entreprise (Commerce, Marketing, Opérations, Support, Finance, RH). Il joue un rôle essentiel en transformant les données en leviers de prise de décision et en outils d'au…",Emplois Informatique,2024-11-27T19:30:50Z,https://www.adzuna.fr/land/ad/4953364004?se=cnTq02at7xGbczJFnhtGHQ&utm_medium=api&utm_source=10f891ae&v=4E20DF7A16848AB43C17A23C28754FF1BAAD1CFD
4896729337,Senior Data Engineer H/F,Iliad,"1er Arrondissement, Paris",48.86023,2.34107,,,,"Le poste Face à la complexité croissante des réseaux et à la diversité des données générées (Free Réseaux, Free Mobile, réseaux fibre), Free lance une plateforme de centralisation des données pour faciliter l'analyse et la corrélation des informations réseau. En tant que Senior Data Engineer, vous jouerez un rôle clé dans l'implémentation et l'optimisation des solutions de gestion de données. Vous intégrerez une équipe dynamique dédiée à l'automatisation et à l'optimisation des processus d'ingé…",Emplois Informatique,2024-10-10T05:33:57Z,https://www.adzuna.fr/land/ad/4896729337?se=cnTq02at7xGbczJFnhtGHQ&utm_medium=api&utm_source=10f891ae&v=A65711F168486BD4D04D01F0DEBDB7AE6DFF3C14
4889521310,Data Engineer Senior H/F,Havas,"Puteaux, Nanterre",48.88328,2.23762,,,,"Hybrid Agency : Havas Market Job Description Summary : Dans le cadre de son développement, Havas Market recherche un Data Engineer en CDI. Job Description : Dans un contexte de développement accru des enjeux e-commerce pour les entreprises, exacerbé par la montée en puissance du e-retail, de bouleversement permanent avec une frugalité de la donnée et une évolution exponentielle de l'IA, Havas Market doit accélérer, garder un temps d'avance et construire des solutions innovantes pour ses clients…",Emplois Informatique,2024-10-05T05:02:53Z,https://www.adzuna.fr/land/ad/4889521310?se=cnTq02at7xGbczJFnhtGHQ&utm_medium=api&utm_source=10f891ae&v=6B844FD870C84C48400F851766CCA254C0015ABC
4953925218,Lead Data Engineer H/F,ASI,"Pont-Rousseau, Rezé",47.21684,-1.55674,40000.0,40000.0,,"Avec Simon GRIFFON, responsable de l'équipe Data Nantaise, nous recherchons un Lead Data Engineer pour mettre en place, intégrer, développer et optimiser des solutions de pipeline sur des environnements Cloud et On Premise pour nos projets clients. Au sein d'une équipe dédiée, principalement en contexte agile, voici les missions qui pourront vous être confiées : - Participer à la compréhension des besoins métiers et réaliser des ateliers de cadrage avec le client - Participer à la rédaction des…",Unknown,2024-11-28T08:27:00Z,https://www.adzuna.fr/land/ad/4953925218?se=cnTq02at7xGbczJFnhtGHQ&utm_medium=api&utm_source=10f891ae&v=4F52B233CDA7FE81237A3B468C76954CD7270184
4953925128,Data Engineer Dbt H/F,CGI,"Hérault, Occitanie",43.566897,3.493697,,,,"Data Engineer DBT F/H Description de poste Big Data, Data Science, Data analyse, Data architecture, IA Ça n'a pas de secret pour vous? Que vous commenciez votre carrière professionnelle ou que vous soyez spécialiste de l'une de ces disciplines, intégrer notre communauté Data, c'est l'assurance de progresser, innover, partager, vous certifier et rendre service à nos clients. Rejoignez notre centre d'excellence en innovation à Montpellier et rendez unique l'expérience digitale de nos clients en t…",Unknown,2024-11-28T08:26:57Z,https://www.adzuna.fr/land/ad/4953925128?se=cnTq02at7xGbczJFnhtGHQ&utm_medium=api&utm_source=10f891ae&v=ED65808A46BF7561A3A9CB5F930D4D7B3A34FABC
4929222002,Senior Data Engineer H/F,Adikteev,"1er Arrondissement, Paris",48.86023,2.34107,,,,"Job description WHO WE ARE Adikteev, a member of the 2023 ""French Tech 120,"" fuels the app ecosystem by inspiring users to engage with the apps they know and love. Specializing in user retention, we grow in-app revenue and build user loyalty with custom retargeting and churn prediction campaigns. With over 100 employees and offices in Paris, San Francisco, and Seoul, Adikteev operates worldwide, achieving a 60% revenue growth this year ($50m revenues in 2023) HOW WE DO IT Own IT, Live IT : Our …",Emplois Informatique,2024-11-07T04:06:51Z,https://www.adzuna.fr/land/ad/4929222002?se=cnTq02at7xGbczJFnhtGHQ&utm_medium=api&utm_source=10f891ae&v=AFDADF8C48C78DBAEBB854066DD1B78EB6BF2962
